amt,gender,city_pop,is_fraud,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
291.98,1,1102,1,947116800000000000,7,2019,0.588,0.343,False,False,False,True,False,False,False,False,False,False,False,False,False
281.6,0,1577385,1,2221776000000000000,7,2019,0.238,0.755,False,False,False,True,False,False,False,False,False,False,False,False,False
273.91,0,1577385,1,2221776000000000000,7,2019,0.836,0.777,False,False,False,True,False,False,False,False,False,False,False,False,False
288.76,1,1102,1,947116800000000000,7,2019,0.776,0.134,False,False,False,True,False,False,False,False,False,False,False,False,False
359.86,1,1102,1,947116800000000000,7,2019,0.698,0.443,False,False,False,True,False,False,False,False,False,False,False,False,False
434.55,1,1102,1,947116800000000000,7,2019,0.747,0.126,False,False,False,False,False,False,False,False,False,False,False,False,False
1031.8,0,1577385,1,2221776000000000000,7,2019,0.877,0.161,False,False,False,False,False,False,False,False,False,False,False,True,False
264.77,1,286,1,957657600000000000,7,2019,0.001,0.929,False,False,False,True,False,False,False,False,False,False,False,False,False
13.04,0,1252,1,2601331200000000000,7,2019,0.868,0.284,False,False,True,False,False,False,False,False,False,False,False,False,False
332.48,0,1577385,1,2221862400000000000,7,2019,0.513,0.735,False,False,False,True,False,False,False,False,False,False,False,False,False
292.0,1,286,1,957657600000000000,7,2019,0.931,0.686,False,False,False,True,False,False,False,False,False,False,False,False,False
17.93,0,1252,1,2601331200000000000,7,2019,0.491,0.805,False,True,False,False,False,False,False,False,False,False,False,False,False
7.42,0,1577385,1,2221862400000000000,7,2019,0.026,0.842,False,True,False,False,False,False,False,False,False,False,False,False,False
849.31,0,1577385,1,2221862400000000000,7,2019,0.081,0.771,False,False,False,False,False,False,False,False,False,False,False,True,False
939.51,0,1252,1,2601331200000000000,7,2019,0.272,0.503,False,False,False,False,False,False,False,False,False,False,False,True,False
327.9,0,1252,1,2601331200000000000,7,2019,0.582,0.756,False,False,False,True,False,False,False,False,False,False,False,False,False
948.28,0,1252,1,2601331200000000000,7,2019,0.285,0.266,False,False,False,False,False,False,False,False,False,False,True,False,False
1037.83,1,286,1,957657600000000000,7,2019,0.645,0.093,False,False,False,False,False,False,False,False,False,False,True,False,False
965.23,0,1577385,1,2221862400000000000,7,2019,0.105,0.981,False,False,False,False,False,False,False,False,False,False,False,True,False
855.41,0,1252,1,2601331200000000000,7,2019,0.368,0.521,False,False,False,False,False,False,False,True,False,False,False,False,False
887.08,1,286,1,957657600000000000,7,2019,0.675,0.524,False,False,False,False,False,False,False,False,False,False,True,False,False
911.85,0,1252,1,2601331200000000000,7,2019,0.57,0.719,False,False,False,False,False,False,False,False,False,False,True,False,False
309.32,0,1252,1,2601417600000000000,7,2019,0.667,0.2,False,False,False,True,False,False,False,False,False,False,False,False,False
11.16,1,286,1,957744000000000000,7,2019,0.937,0.747,False,True,False,False,False,False,False,False,False,False,False,False,False
11.62,1,286,1,957744000000000000,7,2019,0.677,0.964,False,False,False,False,False,False,False,False,False,False,False,False,True
319.14,1,286,1,957744000000000000,7,2019,0.772,0.582,False,False,False,True,False,False,False,False,False,False,False,False,False
1118.58,1,286,1,957744000000000000,7,2019,0.604,0.877,False,False,False,False,False,False,False,False,False,False,True,False,False
2.36,0,1252,1,2601417600000000000,7,2019,0.681,0.336,False,False,False,False,False,False,True,False,False,False,False,False,False
1148.75,0,1252,1,2601417600000000000,7,2019,0.735,0.055,False,False,False,False,False,False,False,False,False,False,True,False,False
905.5,1,286,1,957744000000000000,7,2019,0.678,0.468,False,False,False,False,False,False,False,True,False,False,False,False,False
771.43,0,1252,1,2601417600000000000,7,2019,0.867,0.622,False,False,False,False,False,False,False,True,False,False,False,False,False
50.68,0,1252,1,2601417600000000000,7,2019,0.513,0.35,False,False,False,False,False,False,False,False,True,False,False,False,False
1006.58,0,1252,1,2601417600000000000,7,2019,0.299,0.811,False,False,False,False,False,False,False,False,False,False,True,False,False
17.95,0,21902,1,1225152000000000000,7,2019,0.877,0.385,False,False,False,False,False,False,False,False,False,True,False,False,False
23.83,0,21902,1,1225152000000000000,7,2019,0.571,0.974,False,False,False,False,True,False,False,False,False,False,False,False,False
13.43,0,21902,1,1225238400000000000,7,2019,0.485,0.388,False,True,False,False,False,False,False,False,False,False,False,False,False
289.6,0,165556,1,680486400000000000,7,2019,0.677,0.757,False,False,False,True,False,False,False,False,False,False,False,False,False
319.5,0,165556,1,680486400000000000,7,2019,0.655,0.967,False,False,False,True,False,False,False,False,False,False,False,False,False
746.95,0,165556,1,680486400000000000,7,2019,0.376,0.444,False,False,False,False,False,False,False,True,False,False,False,False,False
317.85,0,165556,1,680486400000000000,7,2019,0.431,0.079,False,False,False,True,False,False,False,False,False,False,False,False,False
9.46,1,5354,1,1712620800000000000,7,2019,0.742,0.217,False,True,False,False,False,False,False,False,False,False,False,False,False
746.54,0,165556,1,680486400000000000,7,2019,0.26,0.987,False,False,False,False,False,False,False,True,False,False,False,False,False
7.66,1,5354,1,1712620800000000000,7,2019,0.544,0.07,False,True,False,False,False,False,False,False,False,False,False,False,False
738.78,0,165556,1,680486400000000000,7,2019,0.933,0.48,False,False,False,False,False,False,False,True,False,False,False,False,False
304.89,0,165556,1,680486400000000000,7,2019,0.88,0.484,False,False,False,True,False,False,False,False,False,False,False,False,False
10.84,1,5354,1,1712620800000000000,7,2019,0.591,0.626,False,True,False,False,False,False,False,False,False,False,False,False,False
327.33,1,1165,1,2356992000000000000,7,2019,0.655,0.704,False,False,False,True,False,False,False,False,False,False,False,False,False
778.1,1,5354,1,1712620800000000000,7,2019,0.254,0.314,False,False,False,False,False,False,False,False,False,False,True,False,False
497.01,0,165556,1,680486400000000000,7,2019,0.533,0.295,False,False,False,False,False,False,False,False,False,False,False,False,False
967.75,1,5354,1,1712620800000000000,7,2019,0.029,0.675,False,False,False,False,False,False,False,False,False,False,False,True,False
289.48,1,5354,1,1712707200000000000,7,2019,0.63,0.183,False,False,False,True,False,False,False,False,False,False,False,False,False
13.8,0,165556,1,680572800000000000,7,2019,0.855,0.13,False,True,False,False,False,False,False,False,False,False,False,False,False
10.72,1,5354,1,1712707200000000000,7,2019,0.716,0.624,False,True,False,False,False,False,False,False,False,False,False,False,False
11.83,0,165556,1,680572800000000000,7,2019,0.931,0.498,False,True,False,False,False,False,False,False,False,False,False,False,False
334.34,0,91,1,1788480000000000000,7,2019,0.035,0.228,False,False,False,True,False,False,False,False,False,False,False,False,False
18.32,0,91,1,1788480000000000000,7,2019,0.277,0.107,False,True,False,False,False,False,False,False,False,False,False,False,False
867.53,0,165556,1,680572800000000000,7,2019,0.546,0.139,False,False,False,False,False,False,False,True,False,False,False,False,False
263.34,0,165556,1,680572800000000000,7,2019,0.499,0.408,False,False,False,True,False,False,False,False,False,False,False,False,False
21.2,0,91,1,1788480000000000000,7,2019,0.136,0.364,False,True,False,False,False,False,False,False,False,False,False,False,False
17.97,1,1165,1,2357078400000000000,7,2019,0.995,0.578,False,True,False,False,False,False,False,False,False,False,False,False,False
326.71,0,91,1,1788480000000000000,7,2019,0.677,0.629,False,False,False,True,False,False,False,False,False,False,False,False,False
19.68,1,1165,1,2357078400000000000,7,2019,0.755,0.76,False,False,False,False,True,False,False,False,False,False,False,False,False
776.62,1,1165,1,2357078400000000000,7,2019,0.228,0.799,False,False,False,False,False,False,False,False,False,False,False,True,False
901.83,0,91,1,1788480000000000000,7,2019,0.247,0.961,False,False,False,False,False,False,False,False,False,False,True,False,False
945.96,0,165556,1,680572800000000000,7,2019,0.763,0.304,False,False,False,False,False,False,False,False,False,False,True,False,False
953.75,1,5354,1,1712707200000000000,7,2019,0.118,0.46,False,False,False,False,False,False,False,False,False,False,False,True,False
1230.42,0,91,1,1788480000000000000,7,2019,0.358,0.072,False,False,False,False,False,False,False,False,False,False,True,False,False
7.67,1,5354,1,1712707200000000000,7,2019,0.343,0.692,False,False,False,False,False,False,False,False,True,False,False,False,False
951.49,0,91,1,1788480000000000000,7,2019,0.99,0.666,False,False,False,False,False,False,False,False,False,False,True,False,False
792.1,0,91,1,1788480000000000000,7,2019,0.347,0.425,False,False,False,False,False,False,False,True,False,False,False,False,False
1049.94,0,91,1,1788480000000000000,7,2019,0.044,0.426,False,False,False,False,False,False,False,False,False,False,True,False,False
779.25,0,91,1,1788480000000000000,7,2019,0.039,0.302,False,False,False,False,False,False,False,True,False,False,False,False,False
49.76,0,91,1,1788480000000000000,7,2019,0.841,0.488,False,False,False,False,False,False,False,False,True,False,False,False,False
278.77,1,5354,1,1712707200000000000,7,2019,0.175,0.831,False,False,False,True,False,False,False,False,False,False,False,False,False
674.94,0,91,1,1788480000000000000,7,2019,0.503,0.614,False,False,False,False,False,False,False,False,False,False,False,True,False
841.98,1,1165,1,2357078400000000000,7,2019,0.608,0.348,False,False,False,False,False,False,False,False,False,False,False,True,False
881.29,0,91,1,1788566400000000000,7,2019,0.176,0.512,False,False,False,False,False,False,False,False,False,False,True,False,False
886.9,0,91,1,1788566400000000000,7,2019,0.419,0.038,False,False,False,False,False,False,False,True,False,False,False,False,False
13.01,1,5791,1,1886976000000000000,7,2019,0.049,0.167,False,False,True,False,False,False,False,False,False,False,False,False,False
333.31,1,258,1,2385936000000000000,7,2019,0.641,0.618,False,False,False,True,False,False,False,False,False,False,False,False,False
10.4,1,5791,1,1886976000000000000,7,2019,0.606,0.552,False,True,False,False,False,False,False,False,False,False,False,False,False
357.32,1,258,1,2385936000000000000,7,2019,0.743,0.447,False,False,False,True,False,False,False,False,False,False,False,False,False
1112.91,1,258,1,2385936000000000000,7,2019,0.938,0.574,False,False,False,False,False,False,False,True,False,False,False,False,False
2.25,1,258,1,2385936000000000000,7,2019,0.819,0.445,False,False,False,False,False,False,False,False,False,False,False,False,True
1041.82,1,258,1,2385936000000000000,7,2019,0.617,0.627,False,False,False,False,False,False,False,False,False,False,True,False,False
295.06,1,5791,1,1887062400000000000,7,2019,0.423,0.771,False,False,False,True,False,False,False,False,False,False,False,False,False
341.13,1,5791,1,1887062400000000000,7,2019,0.049,0.609,False,False,False,True,False,False,False,False,False,False,False,False,False
1011.4,1,258,1,2386022400000000000,7,2019,0.596,0.006,False,False,False,False,False,False,False,False,False,False,True,False,False
1174.24,1,804,1,1714608000000000000,7,2019,0.742,0.173,False,False,False,False,False,False,False,False,False,False,True,False,False
924.78,1,5791,1,1887062400000000000,7,2019,0.567,0.271,False,False,False,False,False,False,False,False,False,False,False,True,False
862.15,1,258,1,2386022400000000000,7,2019,0.204,0.505,False,False,False,False,False,False,False,False,False,False,False,True,False
48.96,1,258,1,2386022400000000000,7,2019,0.228,0.844,False,False,False,False,False,False,False,False,False,True,False,False,False
822.94,1,258,1,2386022400000000000,7,2019,0.932,0.771,False,False,False,False,False,False,False,True,False,False,False,False,False
911.99,1,5791,1,1887062400000000000,7,2019,0.766,0.255,False,False,False,False,False,False,False,False,False,False,True,False,False
1146.79,1,258,1,2386022400000000000,7,2019,0.259,0.309,False,False,False,False,False,False,False,False,False,False,True,False,False
706.3,1,804,1,1714608000000000000,7,2019,0.684,0.831,False,False,False,False,False,False,False,False,False,False,False,True,False
906.15,1,5791,1,1887062400000000000,7,2019,0.55,0.771,False,False,False,False,False,False,False,False,False,False,False,True,False
864.26,1,258,1,2386022400000000000,7,2019,0.868,0.099,False,False,False,False,False,False,False,False,False,False,False,True,False
838.48,1,5791,1,1887062400000000000,7,2019,0.395,0.148,False,False,False,False,False,False,False,True,False,False,False,False,False
1053.41,1,5791,1,1887062400000000000,7,2019,0.621,0.992,False,False,False,False,False,False,False,False,False,False,True,False,False
306.93,1,6284,1,2629670400000000000,7,2019,0.561,0.221,False,False,False,True,False,False,False,False,False,False,False,False,False
306.14,1,1120,1,1965168000000000000,7,2019,0.581,0.725,False,False,False,True,False,False,False,False,False,False,False,False,False
12.99,1,804,1,1714694400000000000,7,2019,0.932,0.601,False,False,True,False,False,False,False,False,False,False,False,False,False
370.61,1,804,1,1714694400000000000,7,2019,0.451,0.073,False,False,False,True,False,False,False,False,False,False,False,False,False
931.63,1,804,1,1714694400000000000,7,2019,0.617,0.705,False,False,False,False,False,False,False,False,False,False,False,True,False
772.87,1,6284,1,2629670400000000000,7,2019,0.875,0.962,False,False,False,False,False,False,False,True,False,False,False,False,False
992.13,1,6284,1,2629670400000000000,7,2019,0.995,0.048,False,False,False,False,False,False,False,False,False,False,False,True,False
834.52,1,1120,1,1965168000000000000,7,2019,0.986,0.384,False,False,False,False,False,False,False,True,False,False,False,False,False
336.11,1,804,1,1714694400000000000,7,2019,0.754,0.111,False,False,False,True,False,False,False,False,False,False,False,False,False
972.44,1,804,1,1714694400000000000,7,2019,0.186,0.337,False,False,False,False,False,False,False,False,False,False,True,False,False
589.69,1,206,1,1634947200000000000,7,2019,0.429,0.902,False,False,False,False,False,False,False,False,False,False,False,False,False
11.47,1,6284,1,2629756800000000000,7,2019,0.706,0.486,False,True,False,False,False,False,False,False,False,False,False,False,False
309.91,1,1382480,1,906076800000000000,7,2019,0.403,0.143,False,False,False,True,False,False,False,False,False,False,False,False,False
21.71,1,2470,1,1603238400000000000,7,2019,0.656,0.649,False,True,False,False,False,False,False,False,False,False,False,False,False
19.04,1,1120,1,1965254400000000000,7,2019,0.916,0.401,False,True,False,False,False,False,False,False,False,False,False,False,False
9.88,0,12747,1,1017014400000000000,7,2019,0.699,0.906,False,False,False,False,False,False,False,False,True,False,False,False,False
453.96,0,12747,1,1017014400000000000,7,2019,0.946,0.266,False,False,False,False,False,False,False,False,False,False,False,False,False
17.95,1,2470,1,1603238400000000000,7,2019,0.65,0.616,False,True,False,False,False,False,False,False,False,False,False,False,False
11.76,1,2470,1,1603238400000000000,7,2019,0.938,0.695,False,False,True,False,False,False,False,False,False,False,False,False,False
10.06,1,1382480,1,906076800000000000,7,2019,0.93,0.841,False,True,False,False,False,False,False,False,False,False,False,False,False
851.92,1,1382480,1,906076800000000000,7,2019,0.611,0.026,False,False,False,False,False,False,False,True,False,False,False,False,False
7.64,1,645,1,1426118400000000000,7,2019,0.786,0.291,False,False,True,False,False,False,False,False,False,False,False,False,False
974.36,1,206,1,1635033600000000000,7,2019,0.14,0.694,False,False,False,False,False,False,False,False,False,False,True,False,False
744.47,1,645,1,1426118400000000000,7,2019,0.937,0.489,False,False,False,False,False,False,False,True,False,False,False,False,False
671.44,1,2470,1,1603238400000000000,7,2019,0.096,0.256,False,False,False,False,False,False,False,True,False,False,False,False,False
794.94,1,1120,1,1965254400000000000,7,2019,0.912,0.001,False,False,False,False,False,False,False,False,False,False,False,True,False
914.69,1,6284,1,2629756800000000000,7,2019,0.644,0.211,False,False,False,False,False,False,False,False,False,False,False,True,False
977.16,1,2470,1,1603238400000000000,7,2019,0.497,0.381,False,False,False,False,False,False,False,False,False,False,True,False,False
976.42,1,6284,1,2629756800000000000,7,2019,0.448,0.071,False,False,False,False,False,False,False,False,False,False,True,False,False
1041.34,1,6284,1,2629756800000000000,7,2019,0.13,0.575,False,False,False,False,False,False,False,False,False,False,True,False,False
1032.03,1,6284,1,2629756800000000000,7,2019,0.337,0.94,False,False,False,False,False,False,False,False,False,False,True,False,False
936.56,1,1382480,1,906076800000000000,7,2019,0.299,0.521,False,False,False,False,False,False,False,False,False,False,True,False,False
1006.25,1,2470,1,1603238400000000000,7,2019,0.838,0.644,False,False,False,False,False,False,False,False,False,False,True,False,False
50.64,1,2470,1,1603238400000000000,7,2019,0.606,0.42,False,False,False,False,False,False,False,False,False,True,False,False,False
338.99,1,1120,1,1965254400000000000,7,2019,0.967,0.3,False,False,False,True,False,False,False,False,False,False,False,False,False
935.87,1,206,1,1635033600000000000,7,2019,0.993,0.473,False,False,False,False,False,False,False,False,False,False,True,False,False
728.38,1,206,1,1635033600000000000,7,2019,0.912,0.289,False,False,False,False,False,False,False,False,False,False,False,True,False
1094.93,1,206,1,1635033600000000000,7,2019,0.791,0.174,False,False,False,False,False,False,False,False,False,False,True,False,False
120.91,1,6284,1,2629756800000000000,7,2019,0.397,0.827,True,False,False,False,False,False,False,False,False,False,False,False,False
306.7,1,645,1,1426118400000000000,7,2019,0.393,0.238,False,False,False,True,False,False,False,False,False,False,False,False,False
310.23,1,645,1,1426118400000000000,7,2019,0.91,0.48,False,False,False,True,False,False,False,False,False,False,False,False,False
902.95,1,2470,1,1603238400000000000,7,2019,0.01,0.648,False,False,False,False,False,False,False,False,False,False,True,False,False
739.29,0,12747,1,1017100800000000000,7,2019,0.43,0.34,False,False,False,False,False,False,False,False,False,False,True,False,False
5.97,1,1382480,1,906163200000000000,7,2019,0.366,0.021,False,False,True,False,False,False,False,False,False,False,False,False,False
7.13,0,12747,1,1017100800000000000,7,2019,0.246,0.154,False,False,False,False,False,False,False,False,True,False,False,False,False
313.38,1,239,1,1995580800000000000,7,2019,0.57,0.201,False,False,False,True,False,False,False,False,False,False,False,False,False
333.39,1,239,1,1995580800000000000,7,2019,0.233,0.324,False,False,False,True,False,False,False,False,False,False,False,False,False
297.06,0,8007,1,2488579200000000000,7,2019,0.469,0.535,False,False,False,True,False,False,False,False,False,False,False,False,False
309.86,1,1382480,1,906163200000000000,7,2019,0.544,0.193,False,False,False,True,False,False,False,False,False,False,False,False,False
10.87,0,8007,1,2488579200000000000,7,2019,0.325,0.567,False,True,False,False,False,False,False,False,False,False,False,False,False
15.89,1,239,1,1995580800000000000,7,2019,0.036,0.378,False,False,True,False,False,False,False,False,False,False,False,False,False
12.17,1,645,1,1426204800000000000,7,2019,0.523,0.399,False,True,False,False,False,False,False,False,False,False,False,False,False
9.42,1,645,1,1426204800000000000,7,2019,0.758,0.293,False,False,True,False,False,False,False,False,False,False,False,False,False
124.15,1,1382480,1,906163200000000000,7,2019,0.079,0.982,True,False,False,False,False,False,False,False,False,False,False,False,False
1031.52,0,8007,1,2488579200000000000,7,2019,0.857,0.851,False,False,False,False,False,False,False,False,False,False,True,False,False
25.54,1,645,1,1426204800000000000,7,2019,0.22,0.243,False,False,False,False,False,False,True,False,False,False,False,False,False
10.69,1,645,1,1426204800000000000,7,2019,0.287,0.682,False,False,False,False,False,False,False,False,False,False,False,False,True
21.49,0,12747,1,1017100800000000000,7,2019,0.214,0.683,False,False,False,False,True,False,False,False,False,False,False,False,False
636.46,1,2470,1,1603324800000000000,7,2019,0.832,0.866,False,False,False,False,False,False,False,False,False,False,False,True,False
1039.92,1,1382480,1,906163200000000000,7,2019,0.455,0.283,False,False,False,False,False,False,False,False,False,False,True,False,False
790.17,1,239,1,1995580800000000000,7,2019,0.28,0.842,False,False,False,False,False,False,False,True,False,False,False,False,False
7.04,1,239,1,1995580800000000000,7,2019,0.352,0.515,False,False,False,False,False,False,True,False,False,False,False,False,False
682.53,0,8007,1,2488579200000000000,7,2019,0.423,0.688,False,False,False,False,False,False,False,True,False,False,False,False,False
1009.68,1,645,1,1426204800000000000,7,2019,0.523,0.881,False,False,False,False,False,False,False,False,False,False,True,False,False
11.46,0,12747,1,1017100800000000000,7,2019,0.04,0.759,False,False,False,False,False,False,False,False,False,False,False,False,True
297.94,1,645,1,1426204800000000000,7,2019,0.358,0.591,False,False,False,True,False,False,False,False,False,False,False,False,False
836.42,1,645,1,1426204800000000000,7,2019,0.643,0.195,False,False,False,False,False,False,False,False,False,False,False,True,False
350.44,1,2470,1,1603324800000000000,7,2019,0.952,0.277,False,False,False,True,False,False,False,False,False,False,False,False,False
19.21,0,8007,1,2488579200000000000,7,2019,0.342,0.498,False,False,False,False,False,False,True,False,False,False,False,False,False
410.94,1,239,1,1995580800000000000,7,2019,0.99,0.689,False,False,False,False,False,True,False,False,False,False,False,False,False
1013.23,0,8007,1,2488579200000000000,7,2019,0.383,0.792,False,False,False,False,False,False,False,False,False,False,True,False,False
1124.22,0,8007,1,2488579200000000000,7,2019,0.258,0.621,False,False,False,False,False,False,False,False,False,False,True,False,False
24.03,1,239,1,1995667200000000000,7,2019,0.024,0.219,False,True,False,False,False,False,False,False,False,False,False,False,False
344.89,0,635,1,1452988800000000000,7,2019,0.36,0.716,False,False,False,True,False,False,False,False,False,False,False,False,False
349.61,0,635,1,1452988800000000000,7,2019,0.909,0.463,False,False,False,True,False,False,False,False,False,False,False,False,False
324.38,1,239,1,1995667200000000000,7,2019,0.253,0.352,False,False,False,True,False,False,False,False,False,False,False,False,False
885.6,1,239,1,1995667200000000000,7,2019,0.156,0.9,False,False,False,False,False,False,False,False,False,False,True,False,False
22.56,0,635,1,1452988800000000000,7,2019,0.142,0.797,False,False,False,False,True,False,False,False,False,False,False,False,False
941.94,0,8007,1,2488665600000000000,7,2019,0.908,0.088,False,False,False,False,False,False,False,True,False,False,False,False,False
317.71,1,239,1,1995667200000000000,7,2019,0.061,0.729,False,False,False,True,False,False,False,False,False,False,False,False,False
983.88,1,239,1,1995667200000000000,7,2019,0.794,0.572,False,False,False,False,False,False,False,False,False,False,True,False,False
22.82,0,635,1,1452988800000000000,7,2019,0.936,0.993,False,False,False,False,False,False,False,False,False,True,False,False,False
987.33,0,8007,1,2488665600000000000,7,2019,0.154,0.838,False,False,False,False,False,False,False,False,False,False,True,False,False
116.45,0,635,1,1452988800000000000,7,2019,0.203,0.752,True,False,False,False,False,False,False,False,False,False,False,False,False
1043.82,0,8007,1,2488665600000000000,7,2019,0.059,0.375,False,False,False,False,False,False,False,False,False,False,True,False,False
110.19,0,635,1,1452988800000000000,7,2019,0.872,0.508,True,False,False,False,False,False,False,False,False,False,False,False,False
1148.13,0,8007,1,2488665600000000000,7,2019,0.023,0.73,False,False,False,False,False,False,False,False,False,False,True,False,False
925.99,1,239,1,1995667200000000000,7,2019,0.525,0.22,False,False,False,False,False,False,False,True,False,False,False,False,False
1012.83,0,8007,1,2488665600000000000,7,2019,0.874,0.004,False,False,False,False,False,False,False,False,False,False,False,True,False
343.47,0,635,1,1453075200000000000,7,2019,0.755,0.046,False,False,False,True,False,False,False,False,False,False,False,False,False
824.99,1,16163,1,1023753600000000000,8,2019,0.818,0.535,False,False,False,False,False,False,False,True,False,False,False,False,False
367.28,0,42384,1,839116800000000000,8,2019,0.822,0.88,False,False,False,True,False,False,False,False,False,False,False,False,False
665.33,1,2092,1,1806883200000000000,8,2019,0.127,0.645,False,False,False,False,False,False,False,False,False,False,False,False,False
900.88,1,2092,1,1806883200000000000,8,2019,0.431,0.668,False,False,False,False,False,False,False,False,False,False,True,False,False
18.89,0,42384,1,839116800000000000,8,2019,0.045,0.712,False,False,False,False,False,False,False,False,False,True,False,False,False
918.23,1,2092,1,1806883200000000000,8,2019,0.544,0.124,False,False,False,False,False,False,False,True,False,False,False,False,False
1084.5,1,16163,1,1023753600000000000,8,2019,0.359,0.12,False,False,False,False,False,False,False,False,False,False,True,False,False
16.49,0,42384,1,839116800000000000,8,2019,0.928,0.13,False,False,False,False,False,False,True,False,False,False,False,False,False
22.61,1,2092,1,1806883200000000000,8,2019,0.184,0.053,False,False,False,False,True,False,False,False,False,False,False,False,False
1125.1,1,16163,1,1023753600000000000,8,2019,0.925,0.504,False,False,False,False,False,False,False,False,False,False,True,False,False
744.12,1,2092,1,1806883200000000000,8,2019,0.346,0.282,False,False,False,False,False,False,False,True,False,False,False,False,False
287.57,1,2092,1,1806883200000000000,8,2019,0.922,0.055,False,False,False,True,False,False,False,False,False,False,False,False,False
825.81,1,16163,1,1023753600000000000,8,2019,0.654,0.067,False,False,False,False,False,False,False,False,False,False,True,False,False
16.24,1,2092,1,1806969600000000000,8,2019,0.276,0.252,False,True,False,False,False,False,False,False,False,False,False,False,False
701.44,1,16163,1,1023840000000000000,8,2019,0.115,0.176,False,False,False,False,False,False,False,True,False,False,False,False,False
351.65,0,42384,1,839203200000000000,8,2019,0.197,0.85,False,False,False,True,False,False,False,False,False,False,False,False,False
322.61,1,16163,1,1023840000000000000,8,2019,0.117,0.516,False,False,False,True,False,False,False,False,False,False,False,False,False
293.85,1,16163,1,1023840000000000000,8,2019,0.74,0.903,False,False,False,True,False,False,False,False,False,False,False,False,False
780.63,0,42384,1,839203200000000000,8,2019,0.664,0.37,False,False,False,False,False,False,False,True,False,False,False,False,False
15.78,1,2092,1,1806969600000000000,8,2019,0.503,0.122,False,True,False,False,False,False,False,False,False,False,False,False,False
687.1,1,16163,1,1023840000000000000,8,2019,0.107,0.252,False,False,False,False,False,False,False,True,False,False,False,False,False
10.12,1,16163,1,1023840000000000000,8,2019,0.138,0.679,False,True,False,False,False,False,False,False,False,False,False,False,False
777.48,0,42384,1,839203200000000000,8,2019,0.327,0.187,False,False,False,False,False,False,False,False,False,False,False,True,False
857.01,1,2092,1,1806969600000000000,8,2019,0.478,0.034,False,False,False,False,False,False,False,False,False,False,False,True,False
1020.2,1,4354,1,803433600000000000,8,2019,0.232,0.216,False,False,False,False,False,False,False,False,False,False,True,False,False
6.41,1,2092,1,1806969600000000000,8,2019,0.216,0.563,False,False,False,False,False,False,False,False,False,False,False,False,True
24.19,0,42384,1,839203200000000000,8,2019,0.902,0.383,False,False,False,False,False,False,True,False,False,False,False,False,False
1031.35,1,16163,1,1023840000000000000,8,2019,0.775,0.86,False,False,False,False,False,False,False,False,False,False,True,False,False
801.71,1,2092,1,1806969600000000000,8,2019,0.175,0.123,False,False,False,False,False,False,False,True,False,False,False,False,False
1174.44,1,16163,1,1023840000000000000,8,2019,0.613,0.945,False,False,False,False,False,False,False,False,False,False,True,False,False
1125.7,1,2092,1,1806969600000000000,8,2019,0.315,0.004,False,False,False,False,False,False,False,False,False,False,True,False,False
118.19,1,2092,1,1806969600000000000,8,2019,0.599,0.767,True,False,False,False,False,False,False,False,False,False,False,False,False
25.01,0,42384,1,839203200000000000,8,2019,0.818,0.081,False,False,False,False,False,False,False,False,False,True,False,False,False
886.15,1,16163,1,1023840000000000000,8,2019,0.325,0.734,False,False,False,False,False,False,False,False,False,False,True,False,False
342.38,1,2092,1,1806969600000000000,8,2019,0.922,0.464,False,False,False,True,False,False,False,False,False,False,False,False,False
996.09,1,4354,1,803520000000000000,8,2019,0.839,0.648,False,False,False,False,False,False,False,True,False,False,False,False,False
293.18,1,55345,1,2248732800000000000,8,2019,0.729,0.778,False,False,False,True,False,False,False,False,False,False,False,False,False
761.0,0,27971,1,1104710400000000000,8,2019,0.096,0.885,False,False,False,False,False,False,False,True,False,False,False,False,False
293.92,1,55345,1,2248732800000000000,8,2019,0.865,0.504,False,False,False,True,False,False,False,False,False,False,False,False,False
331.29,0,27971,1,1104710400000000000,8,2019,0.331,0.881,False,False,False,True,False,False,False,False,False,False,False,False,False
758.08,1,4354,1,803520000000000000,8,2019,0.496,0.338,False,False,False,False,False,False,False,True,False,False,False,False,False
309.9,1,4354,1,803520000000000000,8,2019,0.786,0.578,False,False,False,True,False,False,False,False,False,False,False,False,False
907.71,0,27971,1,1104710400000000000,8,2019,0.957,0.662,False,False,False,False,False,False,False,False,False,False,False,True,False
969.13,1,4354,1,803520000000000000,8,2019,0.476,0.489,False,False,False,False,False,False,False,False,False,False,True,False,False
20.77,1,55345,1,2248732800000000000,8,2019,0.86,0.838,False,False,False,False,False,False,False,False,False,True,False,False,False
473.95,1,4354,1,803520000000000000,8,2019,0.853,0.722,False,False,False,False,False,False,False,False,False,False,False,False,False
966.41,1,4354,1,803520000000000000,8,2019,0.664,0.575,False,False,False,False,False,False,False,False,False,False,True,False,False
14.72,1,55345,1,2248819200000000000,8,2019,0.982,0.162,False,True,False,False,False,False,False,False,False,False,False,False,False
6.69,0,27971,1,1104796800000000000,8,2019,0.267,0.442,False,False,False,False,False,False,False,False,True,False,False,False,False
817.88,0,27971,1,1104796800000000000,8,2019,0.48,0.224,False,False,False,False,False,False,False,True,False,False,False,False,False
